restaurant name,category,rating,cost for two,area,locality,address,veg,long distance delivery,city
ramji's food plaza,south indian,4.2,600,ayodhya nagar,ayodhya nagar,"7 jai vighnaharta nagar bante layout, hudkeshwar rd, near tulsi dairy, renuka mata nagar, sanmarga nagar, nagpur, maharashtra 440034, india",True,1,nagpur
mahi's kitchen,south indian,3.8,100,sadar,sadar,"bajrang chowk, surendragarh, manav seva nagar, nagpur, maharashtra 440006, india",True,1,nagpur
airport centre point madras cafe,"south indian,desserts,beverages",3.8,150,wardha road,wardha road,"131/1, wardha road , nagpur 440025",False,1,nagpur
java chay,"snacks,beverages",3.8,100,sadar,sadar,"shop no. 1 , plot no.4 tirupati appartment,  near zenda chowk ,zingabai takli nagpur 440030",False,1,nagpur
hotel a r' s,"biryani,chinese,sweets,north indian",3.8,500,nandanvan,nandanvan,"plot no 11 b zone no 3 neharunagar , nagpur urban nagpur 1 maharashtra 440034",False,1,nagpur
t for taste,"chinese,fast food,snacks",3.8,200,sadar,sadar,bajrang chowk surendra gadh seminary hills zone no 10 mangalwari nagpur urban nagpur 1 maharashtra,False,1,nagpur
flames,"chinese,indian,snacks,italian",3.8,100,sadar,sadar,101 paramount building near bakes and more faras square koradi road nagpur. 440030,False,1,nagpur
cafe donal,"snacks,beverages",3.8,600,trimurti nagar,pratap nagar,"plot 5/24, ingale layout, opposite parivar city centre, trimurti nagar, pratap nagar, nagpur",False,1,nagpur
tadka foods,"north indian,sindhi,indian,combo",3.8,300,pratap nagar,pratap nagar,"101 block b shreyas sai apartment saraswati vihar colony trimurti nagar, nagpur urban, nagpur-1 (maharashtra),- 440022",False,1,nagpur
pizza castle,"pizzas,fast food",3.8,300,nandanvan,nandanvan,plot no 852 near ghasidas mandir minimata nagar nagpur nagpur zone no 8 lakadganj nagpur urban  nagpur 1 maharashtra-440035,False,1,nagpur
hotel ashoka imperial,north indian,3.5,400,somalwada,manish nagar,"plot 191, opposite uco bank, manish nagar, nagpur",False,1,nagpur
the kitchen saoji,"north indian,biryani",3.8,250,gittikhadan,gittikhadan,"near gousiya masjit, surendragad, seminary hills, nagpur",False,1,nagpur
zack burgers,"american,fast food,italian,pizzas,pastas,beverages",3.8,200,pratap nagar,pratap nagar,"gudadhe layout, bhamti, sainath nagar, trimurtee nagar, nagpur, maharashtra 440022, india",False,1,nagpur
cheesimania,"pizzas,beverages,fast food",3.8,250,trimurti nagar,pratap nagar,"shop no.2, plot no.4, shree radhe govind appartment, trimurti nagar, ring road nagpur., district - nagpur-1, state - maharashtra - 440022",True,1,nagpur
the daawat mahal,indian,3.6,450,trimurti nagar,dharampeth,"c/o sham-e-mehfil, house no 1294/6, perfect house society opposite raghuvir restaurant mangalmurti square, hingna rd, nagpur, maharashtra 440022",False,1,nagpur
taste of thali,"indian,thalis,chinese",4.1,250,trimurti nagar,"new thali king, shelwalkar garden apartment","plot no.169, s-1, shivshakti apartment, lokaseva society, sujata layout, nagpur",False,1,nagpur
veggietude,"north indian,chinese,fast food,beverages,desserts,indian,biryani,tandoor",4.2,300,trimurti nagar,"2nd bus stop, trimurti nagar square","177, ground floor of shree ji niwas, 2nd bus stop, trimurti nagar square, ring road, hingna t point, nagpur",True,1,nagpur
mom's kitchen,"north indian,biryani",3.7,300,gittikhadan,gittikhadan,"near gausiya masjid, manav seva nagar, friends colony, gittikhadan, nagpur",False,1,nagpur
amazing food cafe,"pizzas,fast food,chinese,beverages",3.6,250,kalmana,"kalyan nagar,hingana road,beside haldiram","maina vihar 558, neta ji nagar, pardi, nagpur",False,1,nagpur
food village,indian,3.8,200,sadar,sadar,bhande plot umred road opposite of nirmal nagari shitla mata mandir road zone no 3 neharunagar nagpur urban nagpur 1 maharashtra,False,1,nagpur
mauli chulha veg non veg restaurant,"chinese,indian,continental",3.8,400,manish nagar,manish nagar,plot no 8 f.c.i society manish nagar road vaishnavi novelty narendra nagar nagpur nagpur urban nagpur 1 maharashtra-440015,False,1,nagpur
blue lassi banaraswale,beverages,3.8,300,pratap nagar,pratap nagar,"101, shreyash sai apartment, b block, saraswati vihar colony, trimurti nagar",False,1,nagpur
ginger garlic restro,"chinese,indian,north indian,biryani",3.8,250,pratap nagar,pratap nagar,"trimurti  nagar  chowk, ring road, nagpur  440022",False,1,nagpur
darpan restaurant,"indian,snacks,fast food",3.8,100,ayodhya nagar,ayodhya nagar,"158, hudkeshwar rd, mahatma gandhi nagar, sanmarga nagar, nagpur, maharashtra 440034, india",True,1,nagpur
wooden castle,"indian,chinese,tandoor",3.8,350,pratap nagar,pratap nagar,shop no 02 ground floor plot no 14/15 house no 4017 deepa co operative housing society ward no 75 city survey no 5 mouza bhamti trimurti nagar nagpur nagpur urban maharashtra,False,1,nagpur
the biryani wallah,"biryani,tandoor",3.2,200,trimurti nagar,"mangalmurti chowk, hingna road","house no 1294/6, perfect house society opposite raghuvir restaurant mangalmurti square, hingna rd, nagpur, maharashtra 440022",False,1,nagpur
rajeshahi thali,"indian,thalis",3.6,250,trimurti nagar,pratap nagar,"shop no 1,sanchayni apartment,opp.bhange lawn,trimurti nagar,nagpur urban,nagpur-1,maharashtra,pincode-440022",False,1,nagpur
oval beans coffee,"snacks,combo,beverages",3.8,500,trimurti nagar,mangalmurti chowk,"shop 6, plot 11, shriprasad apartment, adiwasi layout, mangalmurti square, near pratap nagar, nagpur",False,1,nagpur
yellow khazana,"north indian,biryani,chinese,tandoor",3.8,250,trimurti nagar,subhash nagar,"sanchiti complex, flat no. 104, ring rd, trimurtee nagar, nagpur, maharashtra 440022",False,1,nagpur
biryani hub - hotel manoj,north indian,3.8,300,somalwada,manish nagar,"plot 22, panchatara society, vaishali nagar road, manish nagar",False,1,nagpur
zaika biryani,"biryani,arabian",3.8,200,nandanvan,nandanvan,plot no 1923 railway station road near amina electronic pardi nagpur zone no 5 hanumannagar nagpur urban nagpur 1 maharashtra 440035,False,1,nagpur
kitchen aroma,"chinese,indian,beverages",3.8,200,wardha road,wardha road,shop no 4 udyan flats wardha road ujwal nagar nagpur urban nagpur maharashtra,True,1,nagpur
casa,"chinese,pizzas,fast food,snacks",3.8,200,pratap nagar,pratap nagar,"11, hingna rd, near t point, parsodi, nagpur, maharashtra 440022, india",False,1,nagpur
eat more,indian,3.8,200,gittikhadan,gittikhadan,"near gousiya masjid, surendragad, seminary hills, nagpur, - 440006",False,1,nagpur
median grilled,"biryani,tandoor,chinese,north indian,snacks",3.9,300,manish nagar,manish nagar,"plot 8, vijay ganga, beltarodi road, manish nagar, vivekanand nagar, nagpur",False,1,nagpur
marvel cakes,bakery,3.8,350,manish nagar,manish nagar,plot no 117 h no 3497/a/11 shilpa society no 2 zone no 5 hanumannagar nagpur urban nagpur maharashtra,True,1,nagpur
om shakti saoji,indian,4.3,500,trimurti nagar,trimurti nagar,"10/4, 82, hig housing board colony, near nit garden, trimuti nagar, nagpur",False,1,nagpur
rise and shine cafe,"fast food,pizzas,snacks",3.8,300,wardhaman nagar,wardhaman nagar,"752, mini mata nagar, bhandara road, near corporation school, nagpur- 440008, zone no 8- lakadganj, nagpur (urban), nagppur, maharashtra- 440008",True,1,nagpur
swara cakes,bakery,3.8,250,ayodhya nagar,ayodhya nagar,"253,new mhalgi nagar nagpur, zone no.3 - neharunagar, nagpur",False,1,nagpur
sangam saoji,"north indian,chinese",3.8,200,trimurti nagar,trimurti nagar ring road,"opposite bank of maharashtra, trimurti nagar ring road, near pratap nagar, nagpur",False,1,nagpur
pizza point,"pizzas,street food,fast food",3.8,250,ayodhya nagar,ayodhya nagar,"253,new mhalgi nagar nagpur, zone no.3 - neharunagar, nagpur-440024",False,1,nagpur
pizza co.,"pizzas,italian",3.8,150,pratap nagar,pratap nagar,"shop 4, laxmi niwas, opposite nit garden, trimurti nagar, pratap nagar, nagpur 440022",False,1,nagpur
lovely's baker street,"american,pastas,pizzas,snacks,beverages",4.3,250,trimurti nagar,"opposite nit garden, trimurti nagar","shop 4, laxmi niwas, opposite nit garden, trimurti nagar, pratap nagar, nagpur",False,1,nagpur
make my cake,bakery,3.8,150,pratap nagar,pratap nagar,202 meghmalhar apartment deendayal nagar,False,1,nagpur
flame of love,"snacks,american,chinese",3.8,350,ayodhya nagar,ayodhya nagar,"plot no.102, rajapeth bus stop hudkeshwar nagapur , zone no3 neharunagar , nagpur (urban), nagpur ,maharashtra-440034",False,1,nagpur
motorush the garage cafe,"italian-american,fast food,snacks,beverages",3.8,500,pratap nagar,pratap nagar,"50, sh260, parsodi, subhash nagar, trimurtee nagar, nagpur, maharashtra 440022, india",False,1,nagpur
hotel airport bnb,"north indian,chinese",3.8,1000,wardha road,wardha road,"79-80, sonegaon, nagpur, maharashtra 440005, india",False,1,nagpur
concepts foods,indian,3.8,49,manish nagar,manish nagar,"plot no. 89, near electric dp, santaji  society, somalwada, nagpur, zone  no.5-hanumannagar, nagpur urban,  nagpur-1, maharashtra - 440015",True,1,nagpur
ghugre nashta point,"street food,snacks",4.7,100,manish nagar,manish nagar,"plot no 13 pramila apartment besa road shilpa society manish nagar nagpur ,zone no.5-hanumannagar ,nagpur(urban),nagpur ,maharashtra-440015",True,1,nagpur
wok on point,"chinese,snacks,biryani",3.8,200,wardha road,wardha road,"plot no - 59, jaiwant nagar, omkar nagar road, nagpur, zone no.5- hanumannagar, nagpur (urban), nagpur, maharashtra - 440027",False,1,nagpur
roti khazana,indian,3.8,40,manish nagar,manish nagar,"plot no. 89, near electric dp, santaji  society, somalwada, nagpur, zone  no.5-hanumannagar, nagpur urban,  nagpur-1, maharashtra - 440015",True,1,nagpur
tasty delight,"bakery,desserts,pizzas,chinese,snacks",3.5,750,dighori,ayodhya nagar,"253, new mhalgi nagar,hudkeshwar road, nagpur, maharashtra 440034, india",False,1,nagpur
aryanu cakes,"bakery,desserts",3.9,300,hingna,"vignaharta appartment, hingna t-point","flat 102, vignaharta appartment, hingna t-point, nagpur",True,1,nagpur
sarvadnya fast food,"chinese,italian-american,street food,fast food,snacks,beverages",3.8,250,nandanvan,nandanvan,"7, saibaba nagar, kharbi road, zone no. 3, nehru nagar, nagpur urban, nagpur- 1, maharashtra- 440034",True,1,nagpur
meals101,"asian,north indian,chinese,mexican,italian,thalis,desserts,beverages",3.6,250,hingna t point,pratap nagar,"plot no. 2, scheme nit, khasra no. 36/3, higna road, nagpur.",False,1,nagpur
heem cream ice parlour,indian,3.8,200,pratap nagar,pratap nagar,s no g 3 rachana tarangan apartment hingna road zone no 2 dharampeth nagpur urban nagpur 1 maharashtra,True,1,nagpur
zenith's cafe,"fast food,pizzas,snacks",3.8,250,wardhaman nagar,wardhaman nagar,"1718, mini mata nagar, nagpur- 440008, zone no.8- lakadganj, nagpur (urban), nagpur, maharashtra- 440008",True,1,nagpur
afghan darbar,"afghani,tandoor,north indian,chinese,biryani",3.8,400,gandhibag,jaripatka,"plot no. 1756 old yashodhara police  station arvind nagar tipu sultan  chowk nagpur, zone no.9-asinagar,  nagpur (urban), nagpur, maharashtra -  440026",False,1,nagpur
riteshri soanpapdi junction,"sweets,desserts",3.8,250,ayodhya nagar,ayodhya nagar,"253,new mhalgi nagar nagpur, zone no.3 - neharunagar, nagpur-440024",False,1,nagpur
mumma's kitchen,indian,3.8,250,wardha road,wardha road,"101/78, dattatray society, shyam nagar, manish nagar, somalwada, nagpur, maharashtra 440015, india",False,1,nagpur
monk 96,"north indian,indian,tandoor,tibetan",3.4,250,somalwada,dharampeth,"chalets  20, sai nplot no. 20 engineer coop, hsg. society, sector 02, somalwada, nagpur, maharashtra 440025agar, engineers co-op housing society, somalwada, near airport, wardha road, nagpur 440025",False,1,nagpur
food veeram by shanti,"fast food,waffle,pizzas,snacks,beverages",3.8,300,wardhaman nagar,wardhaman nagar,"194, surya nagar, kalamana market road, beside sbi bank, nagpur, zone no. 8- lakadganj, nagpur (urban), nagpur, maharashtra- 440035",True,1,nagpur
vithal keshav,"beverages,fast food,snacks",3.7,300,pratap nagar,pratap nagar,"shop no.2,vighanaharta apartment, hingna t-point, nagpurshop no.2,vighanaharta apartment, hingna t-point, nagpur 440022",False,1,nagpur
mh breakfast & restaurant,"maharashtrian,north indian",4.1,200,pratap nagar,indrapratha nagar,"plot no:- 121,surve nagar nagpur 440025",False,1,nagpur
bhayyaji saoji and family restaurant,"north indian,indian",3.8,350,pratap nagar,pratap nagar,plot no 53 unnati gruh nirman soc jaitala road bhamthi nagpur 440022nagpur urban nagpur 1 maharashtra 440022,False,1,nagpur
waffle boy,"bakery,desserts",3.8,150,pratap nagar,pratap nagar,shop 4 laxmi niwas  opposite nit garden  trimurti nagar  pratap nagar  nagpur 440022,False,1,nagpur
sukun rooftop exotic kitchen,"fast food,snacks,italian",3.8,300,manish nagar,manish nagar,plot no 127 milind gruha nirmal hou. soc beltaro nagpur urban zone no 5 hanumannagar nagpur urban nagpur 1 maharashtra 440037,False,1,nagpur
rooftop kitchen,"fast food,snacks,italian",3.8,300,manish nagar,manish nagar,plot no 127 milind gruha nirmal hou. soc beltaro nagpur urban zone no 5 hanumannagar nagpur urban nagpur 1 maharashtra 440037,False,1,nagpur
1221 burger house,"american,fast food,snacks",3.8,150,pratap nagar,pratap nagar,"shop 4, laxmi niwas, opposite nit garden, trimurti nagar, pratap nagar, nagpur 440022",False,1,nagpur
mr. fries,snacks,3.8,150,pratap nagar,pratap nagar,"shop 4, laxmi niwas, opposite nit garden, trimurti nagar, pratap nagar, nagpur  -  440022",False,1,nagpur
sandwich co.,"fast food,snacks",3.8,150,pratap nagar,pratap nagar,"shop 4, laxmi niwas, opposite nit garden, trimurti nagar, pratap nagar, nagpur",False,1,nagpur
sizzling snacks & bakery,"bakery,desserts,snacks,beverages",3.4,200,hingna t point,"ambika palace, hingna t-point","plot no.4-a, shop no.1, ambika palace, hingna t-point, hingna road, nagpur",False,1,nagpur
oven & grill,"pizzas,pastas,fast food,street food,desserts,beverages",3.1,250,hingna t point,pratap nagar,"plot no. 2, scheme nit, khasra no. 36/3, higna road, nagpur.  maharashtra, 440022",False,1,nagpur
delikiztaan,"chinese,fast food,beverages",3.8,200,jafar nagar,jafar nagar,"metro plaza , gorewada ring road square , jafar  nagar , nagpur-440013",False,1,nagpur
chicken mutton,north indian,3.8,200,manish nagar,manish nagar,204 shanti height shanti park beltarodi road besa zone no 5 hanumannagar nagpur urban nagpur 1 maharashtra,False,1,nagpur
abhishek pakodewala,snacks,3.8,100,dharampeth,dharampeth,"plot no.- 84,85 pathak house, opposite petrol pump,abhyankar nagar,nagpur, nagpur urban,nagpur-1 (maharashtra),- 440010",True,1,nagpur
mehfil biryani by zakir khan,"biryani,mughlai,lucknowi,hyderabadi,kebabs,north indian,desserts,beverages",3.5,600,hingna t point,pratap nagar,"""""""tarzaan estate, next to priyadarshini girls  hostel, priyadarshini t- point, nagpur.,  nagpur-1, maharashtra-440022 """"""",False,1,nagpur
makhni brothers,"north indian,kebabs,biryani,awadhi,hyderabadi,lucknowi,mughlai,desserts,beverages",3.3,350,hingna t point,pratap nagar,"plot no. 2, scheme nit, khasra no. 36/3, higna road, nagpur.",False,1,nagpur
"adhira,s kitchen","indian,south indian",3.8,100,sadar,sadar,"686, priti society, hajaripahad, saroj nagar, nagpur, maharashtra 440013, india",False,1,nagpur
kings of thali,"north indian,thalis",3.8,250,jaitala,"hingna rod, near tea point","hingna rod, near tea point, takli seem, pratap nagar, nagpur",False,1,nagpur
underpass snacks,indian,3.8,200,manish nagar,manish nagar,204 shanti height shanti park beltarodi road besa zone no 5 hanumannagar nagpur urban nagpur 1 maharashtra,False,1,nagpur
bokade saoji and family restaurant,"indian,chinese,north indian",3.8,400,nandanvan,nandanvan,"14, kavita palace, beldar nagar, narsala road, dighori, umred road, zone no. 3, nehru nagar, nagpur urban, nagpur- 1, maharashtra- 440009",False,1,nagpur
thali singh,"thalis,combo,north indian,maharashtrian,biryani,desserts,beverages",3.8,400,manish nagar,manish nagar,"plot no.8, jaihind society, shyam nagar, manish nagar, nagpur",False,1,nagpur
dwarkamai pure veg foods,north indian,3.8,100,nandanvan,nandanvan,"dwarkamai pure veg and online delivery, 141 saibaba nagar, kharb road, nagpur 440034, zone no.3 - neharunagar, nagpur (urban), nagpur, maharashtra - 440034",False,1,nagpur
fuel fitness courtyard,snacks,3.8,600,pratap nagar,hingna t point,"ambika palace, near priyadarshini girla hostel, hingna t point, nagpur",False,1,nagpur
khichdi tales,"indian,north indian",3.8,350,pratap nagar,pratap nagar,"""""""plot no. 2, scheme nit, khasra no. 36/3, mb takli sim in layout, ward no. 74, takli seem hingna road, maharashtra 440023""""""",False,1,nagpur
rsvp restrobar & rooftop,"indian,snacks,italian,tandoor,chinese,pizzas,north indian,street food,beverages",3.8,250,hingna t point,pratap nagar,"plot no, 5, hingana t.point,  hingana  road, nagpur   440016",False,1,nagpur
7th heaven cake shop,bakery,3.7,500,besa,besa t point,"shop no 04, shanti heights, besa t-point, beltarodi road, besa, nagpur 440034",False,1,nagpur
ji saoji,"biryani,snacks",3.8,200,manish nagar,manish nagar,"382, dr .amdedkar nagar , dharampeth, nagpur urban, nagpur-1 (maharashtra)-440010",False,1,nagpur
c k enterprises biryani,biryani,3.8,300,manish nagar,manish nagar,plot no 1 swamikrupa tower shop no 4 g 4a jai hind co operative society ltd shyam nagar mauza somalwada zone no 1 laxminagar nagpur urban nagpur 1 maharashtra,False,1,nagpur
